E_1,Pu1_1,E_hybrid_1,seedNumber_1,seedEbest_1,seedNumber_3,E_diff_12,pumin1_4u,pumin1_4d,pumin5_8d,Y
0.7978764782520528,0.0207993126835272,0.6914036881812468,-0.6503352388852407,1.14892737057213,-1.7312381279454048,2.493406545736347,-0.3426739321391699,-0.3917238327428332,0.0538440316059053,1
0.0522003629742691,-0.2115949713071054,0.009067589353197,0.5372334582095464,-1.2666860897008536,0.6143103034644983,0.3429351593571629,-0.0047080401507986,-0.4204583413993262,1.9907474977300292,1
0.4760248216577958,-0.0345965348983516,0.7866133763898115,-0.2544790065203117,0.0844197440111541,0.6143103034644983,2.493406545736347,0.0462657025406853,-0.3723887489312186,-0.3266711271487344,1
0.0171472122560828,-0.2093462949898116,1.1119131444357422,-0.6503352388852407,-0.2431210641614537,0.6143103034644983,2.493406545736347,-0.5400534698282802,0.0722922395303749,-0.3023308522190259,1
0.759636677468577,-0.3465633211287586,0.2021316793316761,-1.0461914712501696,-0.3086292257959754,-0.9493886508087704,0.3095347674540213,0.6239537481867977,-0.5137587396809358,-1.0184149652559022,0
-1.2575128138597869,0.3035701784136797,0.2232893878224679,0.9330896905744754,-1.7416202615511351,0.6143103034644983,-0.1966096329243531,-0.6133533751143567,0.7928649762549482,0.4567844197802694,0
0.0904401637577455,-0.0396576871381131,0.1280796996139031,0.9330896905744754,-1.0701616047972886,0.6143103034644983,-1.1318206062123135,0.0025531723699081,0.3145790395797589,0.748592717604431,0
-0.9898342083754542,-0.3063208416291372,-0.5330986907233539,0.9330896905744754,0.7067472795391091,0.6143103034644983,-0.3199341568744135,-0.1093014257630902,-0.7149186463690345,-0.8243765094690318,0
-0.5883163001489553,-0.3464809107288867,-0.2871403295178943,0.5372334582095464,0.7804439613779461,0.6143103034644983,-0.1914711110931002,-0.3658023337363683,-0.6518064369847292,1.8079031638098024,0
1.0368752331487785,-0.0943969763108821,0.6966931153039446,-1.0461914712501696,0.4529031532053379,-0.9493886508087704,-1.6071338756031728,0.1636091963191517,1.5991710318957977,-0.6522803435640506,1
0.6704104756404657,-0.3353345925345991,0.0646065741415268,-1.0461914712501696,1.1898699715937062,-2.513087605082039,0.206764330828971,-0.7281685071993897,-0.7769137249138985,-0.9002464543418977,0
-0.2409714430323808,-0.0637677293799319,0.2814730861721472,0.5372334582095464,-0.0957277004837803,0.6143103034644983,-0.3173648959587873,1.0344732527486489,0.7813390081774779,0.0579604162834536,1
-0.6679825517811971,-0.2603582745362935,-0.7526099163153228,0.5372334582095464,-0.1121047408924107,-0.9493886508087704,-0.1863325892618478,-0.2679840951710356,-0.8425318030402156,1.999176554267991,0
-0.2600913434241191,-0.3458227000535816,-0.9483187198551514,0.1413772258446173,0.3873949915708162,0.6143103034644983,-0.7310159033746163,3.5592980114622272,-0.6408920210495749,-0.7731775718045499,0
-0.0433991389844207,-0.3421175945659867,-0.7499652027539743,1.3289459229394045,0.0844197440111541,-0.9493886508087704,-1.098420214309172,-0.4414971508498015,-0.551173827053428,1.9417055934629013,0
0.2529593170875188,-0.3429629316346697,-0.6335978060546167,0.9330896905744754,-0.1284817813010412,0.6143103034644983,-1.1806365636092129,-0.4622198619766137,2.098404056101608,1.9417055934629013,1
1.5435525935298369,1.555261826795844,2.6696494320703192,-1.0461914712501696,1.35364037568001,0.6143103034644983,0.1322557642758091,-0.4761361166648106,-0.9407364325894214,-1.0386004317107935,1
0.9189691807330608,-0.3490306547309226,-0.1760623599412347,-1.4420477036150987,1.0424766079160324,0.6143103034644983,0.3634892466821731,-1.077946970717877,-0.9407364325894214,-0.2658931756841038,0
0.3708653695032365,2.0800157729378883,1.2282805411350988,0.9330896905744754,1.3126977746584338,0.6143103034644983,-0.1400858927805746,-0.5595453625748948,2.7315366741851888,-0.0840405736218054,1
-1.5921110707152022,-0.3466820379042337,-2.1119926868487235,-1.0461914712501696,-0.0465965792578891,0.6143103034644983,0.2658573318883743,-1.03181160690161,0.1849928997727995,-0.5173158007927706,1
-0.091198889963766,-0.2263540564983822,0.7839686628284621,0.1413772258446173,0.2236245874845125,0.6143103034644983,0.3429351593571629,1.4422811586855693,-0.395989652999829,-0.620331034185203,0
0.4314117207437402,-0.3406249025007719,0.048738292773432,0.5372334582095464,0.2973212693233492,0.6143103034644983,-0.5357520737870198,-0.2849147770264135,3.1123944832196435,-0.9717091707368172,1
-0.1740517916612974,-0.3480869439070173,-0.6335978060546167,0.1413772258446173,-2.2329314738100474,0.6143103034644983,-0.8800330364809398,0.448587279175716,-0.4501280763211175,0.2620818158481676,1
-0.0943855400290556,-0.3403466260889637,-0.3400346007448747,0.1413772258446173,0.7640669209693157,0.6143103034644983,1.3372391337045275,0.8747953553010024,0.5308469299820232,-0.9279620384988548,0
0.7628233275338666,-0.3467580276556457,0.4057746235555512,-1.0461914712501696,1.6238615424224114,0.6143103034644983,-0.0244691515773933,-0.8713797690375035,-0.9099866693245536,-0.8888580779109319,1
0.9858888321041436,-0.3462627970975689,-0.2130883498001213,-1.4420477036150987,-0.2349325439571387,-0.9493886508087704,-0.3070878522962825,-1.1040817514287948,-0.726015391338059,2.1166197259190467,1
-3.061156750813743,-0.0080211375706697,-2.3050567768272026,1.3289459229394045,-1.6351694988950378,0.6143103034644983,0.6769390783885781,1.175688361224616,-0.0900999209594615,-0.8510334713473688,1
-1.091807010464724,-0.0984957559598068,-1.268329060778383,0.9330896905744754,-1.2830631301094844,-0.9493886508087704,0.7745709931823752,0.8044826739401759,1.026072582742428,0.4292972395076717,1
-0.5086500485167135,-0.2263540564983822,-0.855753745207935,0.5372334582095464,0.3792064713665012,-0.9493886508087704,-0.9185719502153332,0.1952239828613817,1.145770225774547,-0.8599363405673534,1
0.3326255687197607,-0.3465633211287586,-0.3717711634810633,0.5372334582095464,-1.602415418077777,-0.9493886508087704,-1.0675890833216568,-0.7593983935317324,-0.3504432377981589,-0.3747100072326934,0
1.5945389945744717,-0.3439598568799725,0.9532303307548,-1.837903935980028,0.4774687138182837,0.6143103034644983,-0.4895053773057484,0.0783727137812512,-0.7163274753653527,-0.7751680766173208,0
-0.3301976448604916,-0.3351100437612582,-0.65211080098406,0.1413772258446173,1.2226240524109668,0.6143103034644983,-0.738723686121495,0.4524573252919333,-0.7082313305313293,-0.3722223744075493,1
-0.8623682057638671,-0.3321111226428791,-0.2765614752724976,1.7248021553043336,-0.2513095843657691,0.6143103034644983,-0.1041162399618072,-0.5480994702152597,0.0076092933449724,0.1560153297501813,0
-0.4481036972762098,-0.2795206491375415,0.3925510557488059,0.5372334582095464,-0.5952274329470078,0.6143103034644983,0.2709958537196272,0.1628808680116037,-0.698454372340323,1.126352549000273,0
0.8042497783826326,-0.3487167674896052,0.2153552471384215,0.5372334582095464,0.1007967844197845,0.6143103034644983,-0.188901850177474,0.1888450792629268,-0.4649266288942532,-0.9813916753765272,0
1.3778467901347735,-0.3357729068703232,1.5377120278129357,-1.4420477036150987,1.2881322140454885,0.6143103034644983,-0.4972131600526261,-0.7857392413666207,-0.9351008666445316,-0.7832993811088551,0
